Skoleår;Skole;Utdanningstype;Utdanningsprogram;Nivå;Fagkode;Fag;Antall elever;Karaktersnitt årsslutt;Avvik Stp-Eks
2017/18;Horten videregående skole;YF;EL;vg 2;YFF4209;Yrkesfaglig fordypning vg2;42;4,40;-
2017/18;Horten videregående skole;YF;HS;vg 1;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;59;3,67;-
2017/18;Horten videregående skole;YF;HS;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;35;4,25;-
2017/18;Horten videregående skole;YF;HS;vg 1;HSF1001;Helsefremmende arbeid;60;3,22;-
2017/18;Horten videregående skole;YF;HS;vg 2;BUA2001;Helsefremmende arbeid;13;4,05;-
2017/18;Horten videregående skole;YF;HS;vg 2;HEA2001;Helsefremmende arbeid;22;4,03;-
2017/18;Horten videregående skole;YF;HS;vg 1;HSF1002;Kommunikasjon og samhandling;60;3,63;-
2017/18;Horten videregående skole;YF;HS;vg 2;BUA2002;Kommunikasjon og samhandling;13;4,48;-
2017/18;Horten videregående skole;YF;HS;vg 2;HEA2002;Kommunikasjon og samhandling;22;4,60;-
2017/18;Horten videregående skole;YF;HS;vg 1;KRO1004;Kroppsøving vg1;60;2,50;-
2017/18;Horten videregående skole;YF;HS;vg 2;KRO1005;Kroppsøving vg2;35;3,90;-
2017/18;Horten videregående skole;YF;HS;vg 1;MAT1001;Matematikk 1P-Y;60;3,60;-
2017/18;Horten videregående skole;YF;HS;vg 1;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;16;4,30;-
2017/18;Horten videregående skole;YF;HS;vg 1;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;44;3,56;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;1;-;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;1;-;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;5;3,50;-
2017/18;Horten videregående skole;YF;HS;vg 2;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;2;-;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;16;3,80;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;16;4,15;-
2017/18;Horten videregående skole;YF;HS;vg 1;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;44;3,67;-
2017/18;Horten videregående skole;YF;HS;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;35;4,09;-
2017/18;Horten videregående skole;YF;HS;vg 2;SAF1001;Samfunnsfag;35;2,44;-
2017/18;Horten videregående skole;YF;HS;vg 2;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;12;3,92;-
2017/18;Horten videregående skole;YF;HS;vg 2;HEA2004;Tverrfaglig eksamen helsearbeiderfag;19;4,05;-
2017/18;Horten videregående skole;YF;HS;vg 1;YFF4101;Yrkesfaglig fordypning vg1;16;3,75;-
2017/18;Horten videregående skole;YF;HS;vg 1;YFF4106;Yrkesfaglig fordypning vg1;59;3,56;-
2017/18;Horten videregående skole;YF;HS;vg 2;YFF4209;Yrkesfaglig fordypning vg2;35;3,97;-
2017/18;Horten videregående skole;YF;HS;vg 1;HSF1003;Yrkesutøvelse;60;3,64;-
2017/18;Horten videregående skole;YF;HS;vg 2;BUA2003;Yrkesutøvelse;13;-;-
2017/18;Horten videregående skole;YF;HS;vg 2;HEA2003;Yrkesutøvelse;22;3,37;-
2017/18;Horten videregående skole;YF;HS;vg 2;-;-;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;IDR2001;Aktivitetslære 1;32;3,50;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR2002;Aktivitetslære 2;19;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2002;Aktivitetslære 2;2;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2003;Aktivitetslære 3;26;3,29;-
2017/18;Horten videregående skole;SF;ID;vg 1;IDR3004;Breddeidrett 1;15;3,59;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR3005;Breddeidrett 2;5;2,23;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR3005;Breddeidrett 2;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR3006;Breddeidrett 3;8;3,50;-
2017/18;Horten videregående skole;SF;ID;vg 1;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;32;3,44;-
2017/18;Horten videregående skole;SF;ID;vg 1;FSP5022;Fransk II, 1. år;5;3,00;-
2017/18;Horten videregående skole;SF;ID;vg 2;GEO1001;Geografi;19;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;19;3,01;-
2017/18;Horten videregående skole;SF;ID;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;26;4,00;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR2012;Idrett og samfunn vg2;19;3,08;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2013;Idrett og samfunn vg3;26;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;MAT1011;Matematikk 1P;29;3,24;-
2017/18;Horten videregående skole;SF;ID;vg 1;MAT1013;Matematikk 1T;4;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;MAT1015;Matematikk 2P;15;3,69;0,20
2017/18;Horten videregående skole;SF;ID;vg 2;REA3022;Matematikk R1;1;-;-2,00
2017/18;Horten videregående skole;SF;ID;vg 2;REA3026;Matematikk S1;5;-;-1,00
2017/18;Horten videregående skole;SF;ID;vg 1;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;32;4,22;-
2017/18;Horten videregående skole;SF;ID;vg 1;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;4;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;4;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;2;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;2;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;32;3,63;-
2017/18;Horten videregående skole;SF;ID;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;19;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;26;3,19;-0,56
2017/18;Horten videregående skole;SF;ID;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;26;3,71;-0,08
2017/18;Horten videregående skole;SF;ID;vg 1;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;32;3,72;-
2017/18;Horten videregående skole;SF;ID;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;19;3,38;-
2017/18;Horten videregående skole;SF;ID;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;26;4,21;-
2017/18;Horten videregående skole;SF;ID;vg 3;REL1001;Religion og etikk;26;4,11;-
2017/18;Horten videregående skole;SF;ID;vg 2;SAF1001;Samfunnsfag;19;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;SAM3019;Sosiologi og sosialantropologi;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;FSP5092;Spansk I;5;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;FSP5091;Spansk I, 1. år;2;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;FSP5098;Spansk I+II;2;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;FSP5095;Spansk II;6;3,46;-
2017/18;Horten videregående skole;SF;ID;vg 1;FSP5094;Spansk II, 1. år;8;3,89;-
2017/18;Horten videregående skole;SF;ID;vg 1;IDR3001;Toppidrett 1;18;3,72;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR3001;Toppidrett 1;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR3001;Toppidrett 1;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR3002;Toppidrett 2;12;4,35;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR3002;Toppidrett 2;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR3003;Toppidrett 3;11;4,71;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR2007;Treningsledelse 1;19;3,62;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2014;Treningsledelse 2+3;26;3,68;-
2017/18;Horten videregående skole;SF;ID;vg 2;IDR2016;Treningslære 1;19;3,99;-
2017/18;Horten videregående skole;SF;ID;vg 1;IDR2015;Treningslære 1 vg1;32;3,52;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2005;Treningslære 2;26;2,45;-
2017/18;Horten videregående skole;SF;ID;vg 3;IDR2017;Treningslære 2;26;4,08;0,08
2017/18;Horten videregående skole;SF;ID;vg 2;FSP5119;Tysk I;6;2,92;-
2017/18;Horten videregående skole;SF;ID;vg 1;FSP5118;Tysk I, 1. år;9;-;-
2017/18;Horten videregående skole;SF;ID;vg 3;FSP5125;Tysk I+II;1;2,50;-
2017/18;Horten videregående skole;SF;ID;vg 2;FSP5122;Tysk II;1;-;-
2017/18;Horten videregående skole;SF;ID;vg 1;FSP5121;Tysk II, 1. år;5;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;MOK3002;Bilde;5;-;-
2017/18;Horten videregående skole;SF;ME;vg 1;ENG1102;Engelsk muntlig, vg1 studieforberedende utdanningsprogram;7;2,86;-
2017/18;Horten videregående skole;SF;ME;vg 1;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;29;3,55;0,10
2017/18;Horten videregående skole;SF;ME;vg 2;FSP5023;Fransk II;3;4,33;-2,00
2017/18;Horten videregående skole;SF;ME;vg 1;FSP5022;Fransk II, 1. år;4;3,60;-
2017/18;Horten videregående skole;SF;ME;vg 2;GEO1001;Geografi;22;4,25;-
2017/18;Horten videregående skole;SF;ME;vg 2;MOK3004;Grafisk design;9;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;22;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;REA3015;Informasjonsteknologi 2;3;3,42;-
2017/18;Horten videregående skole;SF;ME;vg 1;KRO1004;Kroppsøving vg1;29;3,70;-
2017/18;Horten videregående skole;SF;ME;vg 2;KRO1005;Kroppsøving vg2;22;3,66;-
2017/18;Horten videregående skole;SF;ME;vg 2;MOK3003;Lyddesign;3;4,17;-
2017/18;Horten videregående skole;SF;ME;vg 1;MAT1011;Matematikk 1P;27;3,98;-
2017/18;Horten videregående skole;SF;ME;vg 1;MAT1013;Matematikk 1T;7;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;MAT1015;Matematikk 2P;18;3,83;-1,00
2017/18;Horten videregående skole;SF;ME;vg 2;REA3022;Matematikk R1;3;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;REA3026;Matematikk S1;2;-;-
2017/18;Horten videregående skole;SF;ME;vg 1;MOK2001;Mediesamfunnet 1;29;3,75;-
2017/18;Horten videregående skole;SF;ME;vg 2;MOK2002;Mediesamfunnet 2;22;3,42;-
2017/18;Horten videregående skole;SF;ME;vg 1;MOK2005;Medieuttrykk 1;29;3,04;-
2017/18;Horten videregående skole;SF;ME;vg 2;MOK2006;Medieuttrykk 2;22;3,82;-
2017/18;Horten videregående skole;SF;ME;vg 1;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;29;3,53;-
2017/18;Horten videregående skole;SF;ME;vg 2;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;1;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;1;-;-
2017/18;Horten videregående skole;SF;ME;vg 1;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;29;3,93;-
2017/18;Horten videregående skole;SF;ME;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;22;3,64;-
2017/18;Horten videregående skole;SF;ME;vg 1;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;29;3,70;-
2017/18;Horten videregående skole;SF;ME;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;22;4,39;-
2017/18;Horten videregående skole;SF;ME;vg 2;SAM3037;Psykologi 1;2;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;SAF1001;Samfunnsfag;22;4,58;-
2017/18;Horten videregående skole;SF;ME;vg 2;FSP5092;Spansk I;5;3,25;-1,00
2017/18;Horten videregående skole;SF;ME;vg 1;FSP5091;Spansk I, 1. år;6;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;FSP5095;Spansk II;10;4,50;-0,50
2017/18;Horten videregående skole;SF;ME;vg 1;FSP5094;Spansk II, 1. år;5;-;-
2017/18;Horten videregående skole;SF;ME;vg 2;FSP5119;Tysk I;2;-;-1,00
2017/18;Horten videregående skole;SF;ME;vg 1;FSP5118;Tysk I, 1. år;7;3,80;-
2017/18;Horten videregående skole;SF;ME;vg 2;FSP5122;Tysk II;1;-;-1,00
2017/18;Horten videregående skole;SF;ME;vg 1;FSP5121;Tysk II, 1. år;6;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;MOK3002;Bilde;15;3,72;-
2017/18;Horten videregående skole;YF;MK;vg 3;IDR3004;Breddeidrett 1;3;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;MOK3004;Grafisk design;9;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;HIS1003;Historie vg3 påbygging til generell studiekompetanse;31;3,26;-
2017/18;Horten videregående skole;YF;MK;vg 3;SPR3009;Internasjonal engelsk, muntlig;9;4,50;-
2017/18;Horten videregående skole;YF;MK;vg 3;SPR3008;Internasjonal engelsk, skriftlig;9;4,08;-0,63
2017/18;Horten videregående skole;YF;MK;vg 3;PSP5524;Kinesisk nivå I;3;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;PSP5525;Kinesisk nivå I, muntlig;3;5,31;-
2017/18;Horten videregående skole;YF;MK;vg 3;KRO1006;Kroppsøving vg3;31;3,75;-
2017/18;Horten videregående skole;YF;MK;vg 3;MOK3003;Lyddesign;6;4,08;-
2017/18;Horten videregående skole;YF;MK;vg 3;MAT1005;Matematikk 2P-Y;6;3,83;0,00
2017/18;Horten videregående skole;YF;MK;vg 3;MED3001;Medier og kommunikasjon;31;3,68;-
2017/18;Horten videregående skole;YF;MK;vg 3;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;31;3,45;-
2017/18;Horten videregående skole;YF;MK;vg 3;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;31;3,25;-0,57
2017/18;Horten videregående skole;YF;MK;vg 3;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;31;4,18;0,00
2017/18;Horten videregående skole;YF;MK;vg 3;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;31;2,92;-
2017/18;Horten videregående skole;YF;MK;vg 3;SAM3037;Psykologi 1;2;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;SAM3038;Psykologi 2;2;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;SAM3022;Rettslære 1;2;-;-
2017/18;Horten videregående skole;YF;MK;vg 3;SAM3019;Sosiologi og sosialantropologi;7;3,33;-
2017/18;Horten videregående skole;PB;PB;vg 3;HIS1003;Historie vg3 påbygging til generell studiekompetanse;31;3,25;-
2017/18;Horten videregående skole;PB;PB;vg 3;REA3015;Informasjonsteknologi 2;4;-;-
2017/18;Horten videregående skole;PB;PB;vg 3;SPR3009;Internasjonal engelsk, muntlig;4;3,67;-
2017/18;Horten videregående skole;PB;PB;vg 3;SPR3008;Internasjonal engelsk, skriftlig;4;-;-
2017/18;Horten videregående skole;PB;PB;vg 3;KRO1006;Kroppsøving vg3;30;3,36;-
2017/18;Horten videregående skole;PB;PB;vg 3;MOK3003;Lyddesign;1;-;-
2017/18;Horten videregående skole;PB;PB;vg 3;SAM3005;Markedsføring og ledelse 1;8;3,27;-
2017/18;Horten videregående skole;PB;PB;vg 3;MAT1005;Matematikk 2P-Y;28;3,23;-0,48
2017/18;Horten videregående skole;PB;PB;vg 3;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;31;4,12;-
2017/18;Horten videregående skole;PB;PB;vg 3;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;1;-;-
2017/18;Horten videregående skole;PB;PB;vg 3;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;1;-;-2,00
2017/18;Horten videregående skole;PB;PB;vg 3;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;31;3,82;-2,00
2017/18;Horten videregående skole;PB;PB;vg 3;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;31;3,76;-1,75
2017/18;Horten videregående skole;PB;PB;vg 3;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;31;2,89;-
2017/18;Horten videregående skole;PB;PB;vg 3;SAM3037;Psykologi 1;7;3,55;-
2017/18;Horten videregående skole;PB;PB;vg 3;SAM3022;Rettslære 1;2;3,73;-
2017/18;Horten videregående skole;PB;PB;vg 3;SAM3019;Sosiologi og sosialantropologi;8;-;-
2017/18;Horten videregående skole;YF;SS;vg 1;SSA1005;Administrasjon og økonomi;28;3,43;-
2017/18;Horten videregående skole;YF;SS;vg 2;TRL2001;Bransjeteknikk;15;4,23;-
2017/18;Horten videregående skole;YF;SS;vg 1;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;28;4,06;-
2017/18;Horten videregående skole;YF;SS;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;33;3,80;-
2017/18;Horten videregående skole;YF;SS;vg 1;IOP1000;Individuell opplæringsplan 1. år;2;-;-
2017/18;Horten videregående skole;YF;SS;vg 2;IOP2000;Individuell opplæringsplan 2. år;1;-;-
2017/18;Horten videregående skole;YF;SS;vg 1;KRO1004;Kroppsøving vg1;29;3,69;-
2017/18;Horten videregående skole;YF;SS;vg 2;KRO1005;Kroppsøving vg2;33;3,61;-
2017/18;Horten videregående skole;YF;SS;vg 1;SSA1006;Markedsføring og salg;29;3,34;-
2017/18;Horten videregående skole;YF;SS;vg 2;SSS2001;Markedsføring og salg;18;-;-
2017/18;Horten videregående skole;YF;SS;vg 1;MAT1001;Matematikk 1P-Y;27;3,85;0,00
2017/18;Horten videregående skole;YF;SS;vg 2;MAT1001;Matematikk 1P-Y;1;3,00;-
2017/18;Horten videregående skole;YF;SS;vg 1;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;27;4,33;-
2017/18;Horten videregående skole;YF;SS;vg 1;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;1;-;-
2017/18;Horten videregående skole;YF;SS;vg 2;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;4;4,42;-0,50
2017/18;Horten videregående skole;YF;SS;vg 1;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;27;4,11;-
2017/18;Horten videregående skole;YF;SS;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;33;2,80;0,00
2017/18;Horten videregående skole;YF;SS;vg 1;SAF1001;Samfunnsfag;1;2,50;-
2017/18;Horten videregående skole;YF;SS;vg 2;SAF1001;Samfunnsfag;33;3,50;-
2017/18;Horten videregående skole;YF;SS;vg 2;SSS2002;Sikkerhet;18;3,46;-
2017/18;Horten videregående skole;YF;SS;vg 1;SSA1007;Sikkerhet og transport;29;3,94;-
2017/18;Horten videregående skole;YF;SS;vg 2;TRL2002;Transport og logistikk;15;4,06;-
2017/18;Horten videregående skole;YF;SS;vg 2;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;17;4,47;-
2017/18;Horten videregående skole;YF;SS;vg 2;TRL2003;Tverrfaglig eksamen transport og logistikk;14;-;-
2017/18;Horten videregående skole;YF;SS;vg 1;YFF4106;Yrkesfaglig fordypning vg1;29;3,80;-
2017/18;Horten videregående skole;YF;SS;vg 2;YFF4209;Yrkesfaglig fordypning vg2;33;3,78;-
2017/18;Horten videregående skole;YF;SS;vg 2;SSS2003;Økonomi og administrasjon;18;4,09;-
2017/18;Horten videregående skole;SF;ST;vg 3;FSP5813;Arabisk II;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;FSP5817;Arabisk II, muntlig;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 1;REA3001;Biologi 1;30;4,80;-
2017/18;Horten videregående skole;SF;ST;vg 2;REA3001;Biologi 1;13;4,10;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3001;Biologi 1;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3002;Biologi 2;22;3,90;-1,17
2017/18;Horten videregående skole;SF;ST;vg 2;IDR3004;Breddeidrett 1;8;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;IDR3004;Breddeidrett 1;16;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;IDR3005;Breddeidrett 2;2;3,85;-
2017/18;Horten videregående skole;SF;ST;vg 1;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;154;4,69;-
2017/18;Horten videregående skole;SF;ST;vg 2;FSP5023;Fransk II;19;-;-1,33
2017/18;Horten videregående skole;SF;ST;vg 1;FSP5022;Fransk II, 1. år;28;4,54;-
2017/18;Horten videregående skole;SF;ST;vg 3;PSP5017;Fransk nivå III;3;-;-1,50
2017/18;Horten videregående skole;SF;ST;vg 3;PSP5018;Fransk nivå III, muntlig;3;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;REA3004;Fysikk 1;45;4,25;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3004;Fysikk 1;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3005;Fysikk 2;25;4,08;-0,50
2017/18;Horten videregående skole;SF;ST;vg 3;REA3006;Fysikk 2, muntlig-praktisk;6;-;-
2017/18;Horten videregående skole;SF;ST;vg 1;GEO1001;Geografi;154;4,81;-
2017/18;Horten videregående skole;SF;ST;vg 2;SAM3001;Historie og filosofi 1;46;4,09;-
2017/18;Horten videregående skole;SF;ST;vg 3;SAM3001;Historie og filosofi 1;2;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;SAM3002;Historie og filosofi 2;18;3,36;-0,38
2017/18;Horten videregående skole;SF;ST;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;143;3,81;-
2017/18;Horten videregående skole;SF;ST;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;152;4,29;-
2017/18;Horten videregående skole;SF;ST;vg 2;REA3015;Informasjonsteknologi 2;10;3,80;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3015;Informasjonsteknologi 2;7;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;SPR3009;Internasjonal engelsk, muntlig;26;3,55;-
2017/18;Horten videregående skole;SF;ST;vg 3;SPR3009;Internasjonal engelsk, muntlig;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;SPR3008;Internasjonal engelsk, skriftlig;26;4,66;-1,20
2017/18;Horten videregående skole;SF;ST;vg 3;SPR3008;Internasjonal engelsk, skriftlig;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;PSP5524;Kinesisk nivå I;2;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;PSP5524;Kinesisk nivå I;2;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;PSP5525;Kinesisk nivå I, muntlig;2;4,64;-
2017/18;Horten videregående skole;SF;ST;vg 3;PSP5525;Kinesisk nivå I, muntlig;2;-;-
2017/18;Horten videregående skole;SF;ST;vg 2;REA3011;Kjemi 1;44;4,18;-
2017/18;Horten videregående skole;SF;ST;vg 3;REA3012;Kjemi 2;35;4,48;-0,75
2017/18;Horten videregående skole;SF;ST;vg 3;REA3013;Kjemi 2, muntlig-praktisk;12;5,58;-
2017/18;Horten videregående skole;SF;ST;vg 1;KRO1004;Kroppsøving vg1;154;4,53;-
2017/18;Horten videregående skole;SF;ST;vg 2;KRO1005;Kroppsøving vg2;143;4,00;-
2017/18;Horten videregående skole;SF;ST;vg 3;KRO1006;Kroppsøving vg3;152;4,45;-
2017/18;Horten videregående skole;SF;ST;vg 3;FSP6097;Litauisk II;1;-;-
2017/18;Horten videregående skole;SF;ST;vg 3;FSP6101;Litauisk II, muntlig;1;4,14;-
